107.06.27,洋蔥-本產,屏東市,15.1,3420.0
107.06.27,梨-秋水梨,台北一,36.6,3411.0
107.06.27,蓮藕,台北一,32.7,3406.0
107.06.27,扁蒲-長形,屏東市,10.1,3369.0
107.06.27,玉米-甜軟殼,屏東市,15.0,3368.0
107.06.27,甜橙-柳橙,台中市,18.6,3360.0
107.06.27,甘蔗-帶皮,台中市,9.7,3351.0
107.06.27,油菜,台北二,36.1,3336.0
107.06.27,木瓜-青木瓜,台北一,12.6,3328.0
107.06.27,馬鈴薯-本產,台北二,24.2,3321.0
107.06.27,芒果-芒果青,台北一,15.8,3321.0
107.06.27,蘿蔔-矸仔,台北二,6.9,3290.0
107.06.27,茄子-麻荸茄,台中市,13.8,3285.0
107.06.27,甜橙-柳橙,板橋區,6.4,3270.0
107.06.27,馬鈴薯-本產,屏東市,17.6,3257.0
107.06.27,蓮霧-紅蓮霧,台北一,27.6,3253.0
107.06.27,西瓜-黑美人,台中市,10.0,3250.0
107.06.27,甜椒-青椒,高雄市,33.9,3239.0
107.06.27,花胡瓜,板橋區,37.8,3232.0
107.06.27,蕃茄-牛蕃茄,板橋區,22.5,3222.0
107.06.27,奇異果-進口,板橋區,130.0,3218.5
107.06.27,小白菜-土白菜,高雄市,52.9,3218.0
107.06.27,青蔥-北蔥,屏東市,38.9,3198.0
107.06.27,火鶴花-羅莎,台北市場,9.1,3190.0
107.06.27,青花苔-進口,台北二,81.9,3182.0
107.06.27,薯蕷-白薯蕷,台北一,31.7,3165.0
107.06.27,苦瓜-其他,台北二,12.6,3164.0
107.06.27,甘藷-臺農66號,高雄市,13.4,3160.0
107.06.27,鳳梨-其他,台北一,9.5,3159.0
107.06.27,青蔥-粉蔥,板橋區,37.0,3156.0
107.06.27,奇異果-進口,台北二,86.4,3155.0
107.06.27,其他蔬菜,台北二,38.4,3153.0
107.06.27,甘藷葉,板橋區,23.0,3129.0
107.06.27,百香果-改良種,鳳山區,42.6,3100.0
107.06.27,竹筍-麻竹筍,屏東市,29.4,3082.0
107.06.27,芒果-芒果青,台北二,20.3,3048.0
107.06.27,芒果-其他,台北一,40.4,3036.0
107.06.27,甜桃-甜桃進口,三重區,90.0,3030.0
107.06.27,火龍果-白肉,板橋區,30.1,3023.0
107.06.27,甘藍-改良尖,台北一,2.0,3000.0
107.06.27,李-桃接李,板橋區,12.0,3000.0
107.06.27,苦瓜-白大米,三重區,13.1,2994.0
107.06.27,梨-4029梨,台中市,41.2,2992.0
107.06.27,萵苣菜-進口,台北二,29.1,2988.0
107.06.27,酪梨,台北二,71.7,2983.0
107.06.27,竹筍-麻竹筍,板橋區,22.2,2980.0
107.06.27,青蔥-粉蔥,豐原區,41.79,2946.0
107.06.27,香蕉-旦蕉,三重區,17.7,2926.0
107.06.27,油菜,高雄市,43.8,2915.0
107.06.27,蘿蔔-進口,台中市,14.1,2900.0
107.06.27,蕃茄-牛蕃茄,桃農,20.9,2890.0
107.06.27,花胡瓜,台中市,25.8,2882.0
107.06.27,其他,台中市,65.8,2876.0
107.06.27,雜柑-檸檬,板橋區,20.6,2853.0
107.06.27,菜豆-青色,台北二,28.6,2851.0
107.06.27,蕹菜-小葉,高雄市,44.2,2848.0
107.06.27,越瓜,溪湖鎮,11.1,2840.0
107.06.27,花胡瓜,高雄市,50.6,2832.0
107.06.27,花胡瓜,三重區,37.6,2823.0
107.06.27,百香果-改良種,台北二,50.4,2818.0
107.06.27,茄子-麻荸茄,高雄市,35.5,2810.0
107.06.27,南瓜-木瓜形,屏東市,11.8,2810.0
107.06.27,辣椒-朝天椒,台北一,30.8,2800.0
107.06.27,芒果-紅龍玉文,豐原區,29.05,2788.0
107.06.27,小番茄-聖女,鳳山區,23.0,2780.0
107.06.27,杏鮑菇,台北一,53.8,2778.0
107.06.27,梨-蜜梨,板橋區,39.8,2772.0
107.06.27,菠菜-角葉,台北一,66.4,2761.0
107.06.27,竹筍-綠竹筍,台北二,78.2,2758.0
107.06.27,芒果-紅龍玉文,台北二,37.0,2745.0
107.06.27,椰子,台北二,23.1,2740.0
107.06.27,青蔥-粉蔥,三重區,34.5,2722.0
107.06.27,絲瓜-絲瓜,三重區,17.1,2714.0
107.06.27,茄子-麻荸茄,屏東市,25.4,2713.0
107.06.27,雜柑-檸檬,台北二,20.9,2711.0
107.06.27,南瓜-圓形,台北一,11.9,2703.0
107.06.27,西瓜-黃肉,板橋區,8.3,2688.0
107.06.27,韭菜-白頭,台北一,33.5,2684.0
107.06.27,芒果-金煌,高雄市,17.9,2682.0
107.06.27,蓮霧-紅蓮霧,台中市,39.9,2669.0
107.06.27,蘿蔔-進口,桃農,13.0,2660.0
107.06.27,萵苣菜-水耕,台北一,57.9,2655.0
107.06.27,雜柑-檸檬,鳳山區,25.0,2650.0
107.06.27,絲瓜-絲瓜,板橋區,16.7,2642.0
107.06.27,李-其他,三重區,40.0,2636.0
107.06.27,南瓜-木瓜形,三重區,8.6,2626.0
107.06.27,胡蘿蔔-清洗,三重區,12.9,2620.0
107.06.27,蘿蔔-矸仔,溪湖鎮,8.8,2600.0
107.06.27,芒果-其他,台北二,43.6,2588.0
107.06.27,扁蒲-梨子蒲,台北一,17.6,2588.0
107.06.27,九層塔,台北一,37.6,2582.0
107.06.27,甘薯-改良種,高雄市,12.7,2540.0
107.06.27,包心白菜-包頭蓮,屏東市,15.0,2534.0
107.06.27,洋蔥-本產,溪湖鎮,10.0,2524.0
107.06.27,花椰菜-白梗,屏東市,41.1,2521.0
107.06.27,韭菜-韭菜花,屏東市,35.1,2520.0
107.06.27,冬瓜-白皮,三重區,5.1,2513.0
107.06.27,小番茄-一般,三重區,28.1,2506.0
107.06.27,青花苔-進口,高雄市,60.3,2505.0
107.06.27,甜橙-進口,高雄市,49.2,2502.0
107.06.27,胡蘿蔔-清洗,桃農,11.0,2500.0
107.06.27,隼人瓜苗-瓜苗,台北二,46.9,2496.0
107.06.27,洋蔥-本產,台中市,12.7,2494.0
107.06.27,甜桃-甜桃進口,台中市,103.2,2490.0
107.06.27,茄子-麻荸茄,板橋區,17.9,2476.0
107.06.27,小白菜-蚵仔白,高雄市,45.6,2476.0
107.06.27,豆薯,台北一,8.7,2475.0
107.06.27,青蔥-北蔥,高雄市,57.2,2470.0
107.06.27,金絲菇(盒)-盒裝,台北一,16.8,2454.0
107.06.27,甜椒-青椒,台北二,32.0,2443.0
107.06.27,油菜,屏東市,33.1,2423.0
107.06.27,甘薯-改良種,板橋區,6.8,2406.0
107.06.27,蓮霧-紅蓮霧,嘉義市,27.0,2400.0
107.06.27,蘿蔔-進口,高雄市,16.4,2400.0
107.06.27,溼香菇,台北一,94.5,2393.0
107.06.27,青蔥-日蔥,台北二,55.6,2385.0
107.06.27,梨-新興梨,台北一,60.2,2367.0
107.06.27,梨-秋水梨,東勢鎮,70.08,2354.4
107.06.27,荔枝-黑葉,高雄市,32.2,2333.0
107.06.27,韭菜-韭菜花,台北一,54.2,2293.0
107.06.27,莧菜-白莧菜,台北二,34.3,2289.0
